ETER ID,Institution Name,Reference year,Legal status,Institution Category standardized,Total staff (FTE),Total academic staff (FTE),Total students enrolled ISCED 5-7,Flag Academic Staff FTE,Total academic staff (HC),Flag Academic Staff HC,Country code
FI0609,Saimaan ammattikorkeakoulu,2015,private government dependent,uas,205.68,141.58,3192.0,0,,0,FI
FI0623,Diakonia-ammattikorkeakoulu,2015,private government dependent,uas,223.77,160.4,2882.0,0,,0,FI
FI0627,Vaasan ammattikorkeakoulu,2015,private government dependent,uas,202.82,129.82,3253.0,0,,0,FI
FI0629,Laurea ammattikorkeakoulu,2015,private government dependent,uas,513.58,307.74,7803.0,0,,0,FI
FI0631,Humanistinen ammattikorkeakoulu,2015,private government dependent,uas,134.19,95.92,1551.0,0,,0,FI
FR0001,Université Nice - Sophia-Antipolis,2015,public,uni,,,,0,,0,FR
FR0002,Université de technologie de Troyes,2015,public,other,,,,0,,0,FR
FR0003,École de l'air,2015,public,other,,,,0,,0,FR
FR0004,École nationale supérieure d'architecture de Marseille,2015,public,other,,,,0,,0,FR
FR0005,École supérieure d'art et de design Marseille-Mediterranée,2015,public,other,,,,0,,0,FR
FR0006,École centrale de Marseille,2015,public,other,,,,0,,0,FR
FR0007,Aix-Marseille université,2015,public,uni,,,,0,,0,FR
FR0008,Université de Caen Basse-Normandie,2015,public,uni,,,,0,,0,FR
FR0009,École supérieure d'arts et médias de Caen - Cherbourg,2015,public,other,,,,0,,0,FR
FR0010,École nationale supérieure d'ingénieurs de Caen,2015,public,other,,,,0,,0,FR
FR0011,École supérieure d'ingénieurs des travaux de la construction de Caen,2015,private,other,,,,0,,0,FR
FR0012,École européenne supérieure de l'image,2015,public,other,,,,0,,0,FR
FR0013,École d'ingénieurs en génie des systèmes industriels,2015,private,other,,,,0,,0,FR
FR0014,Université de La Rochelle,2015,public,uni,,,,0,,0,FR
FR0015,École nationale supérieure d'art de Bourges,2015,public,other,,,,0,,0,FR
FR0017,École nationale supérieure d'art de Dijon,2015,public,other,,,,0,,0,FR
FR0018,Université de Bourgogne,2015,public,uni,,,,0,,0,FR
FR0019,École nationale des greffes,2015,public,other,,,,0,,0,FR
FR0020,"Institut national supérieur des sciences agronomiques, de l'alimentation et de l'environnement",2015,public,other,,,,0,,0,FR
FR0021,École nationale supérieure de mécanique et des microtechniques,2015,public,other,,,,0,,0,FR
FR0022,Université de Franche-Comté,2015,public,uni,,,,0,,0,FR
FR0023,École nationale d'ingénieurs de Brest,2015,public,other,,,,0,,0,FR
FR0024,École Navale,2015,public,other,,,,0,,0,FR
FR0025,École nationale supérieure de techniques avancées Bretagne,2015,public,other,,,,0,,0,FR
FR0026,Université de Bretagne Occidentale,2015,public,uni,,,,0,,0,FR
FR0027,Télécom Bretagne,2015,public,other,,,,0,,0,FR
FR0028,Institut supérieur de l'électronique et du numérique Brest,2015,private,other,,,,0,,0,FR
FR0029,École des mines d'Alès,2015,public,other,,,,0,,0,FR
FR0030,Université de Nîmes,2015,public,uni,,,,0,,0,FR
FR0031,Institut supérieur des Arts de Toulouse,2015,public,other,,,,0,,0,FR
FR0032,École nationale supérieure d'architecture de Toulouse,2015,public,other,,,,0,,0,FR
FR0033,Institut national des sciences appliquées de Toulouse,2015,public,other,,,,0,,0,FR
FR0034,École d'ingénieurs de Purpan,2015,private,other,,,,0,,0,FR
FR0035,Institut catholique de Toulouse,2015,private,other,,,,0,,0,FR
FR0036,École nationale de l'aviation civile,2015,public,other,,,,0,,0,FR
FR0037,Institut national polytechnique de Toulouse,2015,public,other,,,,0,,0,FR
FR0038,Université Toulouse 1 - Capitole,2015,public,uni,,,,0,,0,FR
FR0039,Université Toulouse - Jean Jaurès,2015,public,uni,,,,0,,0,FR
FR0040,Université de Toulouse 3 - Paul Sabatier,2015,public,uni,,,,0,,0,FR
FR0041,Institut supérieur de l'aéronautique et de l'espace,2015,public,other,,,,0,,0,FR
FR0042,École nationale supérieure d'architecture et de paysage de Bordeaux,2015,public,other,,,,0,,0,FR
FR0043,École nationale supérieure des sciences agronomiques de Bordeaux Aquitaine,2015,public,other,,,,0,,0,FR
FR0046,Université Bordeaux Montaigne,2015,public,uni,,,,0,,0,FR
FR0047,École des beaux-arts de Bordeaux,2015,public,other,,,,0,,0,FR
FR0048,École nationale de la magistrature,2015,public,other,,,,0,,0,FR
FR0050,Institut polytechnique de Bordeaux,2015,public,other,,,,0,,0,FR
FR0051,École nationale supérieure de chimie de Montpellier,2015,public,other,,,,0,,0,FR
FR0052,École nationale supérieure d’architecture de Montpellier,2015,public,other,,,,0,,0,FR
FR0055,Université Montpellier 3 - Paul-Valéry,2015,public,uni,,,,0,,0,FR
FR0056,Institut national d'études supérieures agronomiques de Montpellier,2015,public,other,,,,0,,0,FR
FR0057,École nationale supérieure de chimie de Rennes,2015,public,other,,,,0,,0,FR
FR0058,École nationale supérieure d'architecture de Bretagne,2015,public,other,,,,0,,0,FR
FR0059,École régionale des beaux-arts de Rennes,2015,public,other,,,,0,,0,FR
FR0060,École des hautes études en santé publique,2015,public,other,,,,0,,0,FR
FR0061,Institut national des sciences appliquées de Rennes,2015,public,other,,,,0,,0,FR
FR0062,Université de Rennes 1,2015,public,uni,,,,0,,0,FR
FR0063,Université Rennes 2,2015,public,uni,,,,0,,0,FR
FR0064,ECAM Rennes Louis de Broglie,2015,private,other,,,,0,,0,FR
FR0065,Institut catholique de Rennes,2015,private,other,,,,0,,0,FR
FR0066,École des métiers de l'environnement,2015,private,other,,,,0,,0,FR
FR0067,École des Avocats du Grand Ouest,2015,private,other,,,,0,,0,FR
FR0068,École nationale de la statistique et de l'analyse de l'information,2015,public,other,,,,0,,0,FR
FR0069,"Institut supérieur des sciences agronomiques, agroalimentaires, horticoles et du paysage",2015,public,other,,,,0,,0,FR
FR0070,Université François-Rabelais,2015,public,uni,,,,0,,0,FR
FR0071,École nationale supérieure d'architecture de Grenoble,2015,public,other,,,,0,,0,FR
FR0072,École supérieure d'art de Grenoble,2015,public,other,,,,0,,0,FR
FR0076,Grenoble INP,2015,public,other,,,,0,,0,FR
FR0077,Communauté Université Grenoble-Alpes,2015,public,uni,,,,0,,0,FR
FR0079,École supérieure d'art et design Saint-Étienne,2015,public,other,,,,0,,0,FR
FR0080,École nationale d'ingénieurs de Saint-Étienne,2015,public,other,,,,0,,0,FR
FR0081,Telecom Saint-Étienne,2015,public,other,,,,0,,0,FR
FR0082,Université Jean Monnet,2015,public,uni,,,,0,,0,FR
FR0083,École nationale supérieure d'architecture de Saint-Étienne,2015,public,other,,,,0,,0,FR
FR0084,Ecole centrale de Nantes,2015,public,other,,,,0,,0,FR
FR0085,École nationale supérieure d'architecture de Nantes,2015,public,other,,,,0,,0,FR
FR0086,École supérieure des beaux-arts de Nantes Métropole,2015,public,other,,,,0,,0,FR
FR0087,Université de Nantes,2015,public,uni,,,,0,,0,FR
FR0088,Institut régional d'administration de Nantes,2015,public,other,,,,0,,0,FR
FR0090,École nationale supérieure des mines de Nantes,2015,public,other,,,,0,,0,FR
FR0091,École supérieure du bois,2015,private,other,,,,0,,0,FR
FR0092,Université d'Orléans,2015,public,uni,,,,0,,0,FR
FR0093,École supérieure d'art et de design d'Orléans,2015,public,other,,,,0,,0,FR
FR0094,École nationale d'administration pénitentiaire,2015,public,other,,,,0,,0,FR
FR0095,École régionale des beaux-arts d'Angers,2015,public,other,,,,0,,0,FR
FR0096,École supérieure d'agriculture d'Angers,2015,private,other,,,,0,,0,FR
FR0097,École supérieure d'électronique de l'Ouest,2015,private,other,,,,0,,0,FR
FR0098,Université catholique de l'Ouest,2015,private,other,,,,0,,0,FR
FR0099,Université d'Angers,2015,public,uni,,,,0,,0,FR
FR0100,École supérieure angevine en informatique et productique,2015,private,other,,,,0,,0,FR
FR0101,École supérieure d'art et de design de Reims,2015,public,other,,,,0,,0,FR
FR0102,Université de Reims Champagne-Ardenne,2015,public,uni,,,,0,,0,FR
FR0103,École nationale supérieure d'architecture de Nancy,2015,public,other,,,,0,,0,FR
FR0104,École nationale supérieure d'art de Nancy,2015,public,other,,,,0,,0,FR
FR0105,Université de Lorraine,2015,public,other,,,,0,,0,FR
FR0106,École spéciale militaire de Saint-Cyr,2015,public,other,,,,0,,0,FR
FR0107,École militaire interarmes,2015,public,other,,,,0,,0,FR
FR0108,Université de Bretagne-Sud,2015,public,uni,,,,0,,0,FR
FR0110,Institut régional d'administration de Metz,2015,public,other,,,,0,,0,FR
FR0111,École supérieure d'ingénieurs des travaux de la construction de Metz,2015,private,other,,,,0,,0,FR
FR0112,École nationale supérieure de chimie de Lille,2015,public,other,,,,0,,0,FR
FR0113,École nationale supérieure d'architecture et de paysage de Lille,2015,public,other,,,,0,,0,FR
FR0114,École nationale supérieure des arts et industries textiles,2015,public,other,,,,0,,0,FR
FR0116,École nationale supérieure des mines de Douai,2015,public,other,,,,0,,0,FR
FR0117,Groupe Institut supérieur d'agriculture de Lille,2015,private,other,,,,0,,0,FR
FR0118,Institut catholique de Lille,2015,private,other,,,,0,,0,FR
FR0119,Institut supérieur de l'électronique et du numérique Lille,2015,private,other,,,,0,,0,FR
FR0120,Hautes études d'ingénieur,2015,private,other,,,,0,,0,FR
FR0121,École centrale de Lille,2015,public,other,,,,0,,0,FR
FR0122,Université de Valenciennes et du Hainaut-Cambrésis,2015,public,uni,,,,0,,0,FR
FR0123,Université Lille 1 - Sciences technologies,2015,public,uni,,,,0,,0,FR
FR0124,Université Lille 2 - Droit et Santé,2015,public,uni,,,,0,,0,FR
FR0125,Université Lille 3 - Charles-de-Gaulle,2015,public,uni,,,,0,,0,FR
FR0126,Institut régional d'administration de Lille,2015,public,other,,,,0,,0,FR
FR0127,Université du Littoral Côte d'Opale,2015,public,uni,,,,0,,0,FR
FR0128,IXAD École des avocats de la région Nord-Ouest,2015,private,other,,,,0,,0,FR
FR0129,Institut polytechnique LaSalle Beauvais,2015,private,other,,,,0,,0,FR
FR0130,Université de technologie de Compiègne,2015,public,other,,,,0,,0,FR
FR0131,École supérieure de chimie organique et minérale,2015,private,other,,,,0,,0,FR
FR0132,Université d'Artois,2015,public,uni,,,,0,,0,FR
FR0134,Ecole nationale des finances publiques,2015,public,other,,,,0,,0,FR
FR0135,Université d'Auvergne,2015,public,uni,,,,0,,0,FR
FR0136,École nationale supérieure d'architecture de Clermont-Ferrand,2015,public,other,,,,0,,0,FR
FR0137,Université Blaise Pascal,2015,public,uni,,,,0,,0,FR
FR0138,VetAgro Sup Lempdes,2015,public,other,,,,0,,0,FR
FR0140,Université de Pau et des Pays de l'Adour,2015,public,uni,,,,0,,0,FR
FR0141,École supérieure d’art des Pyrénées — Pau Tarbes,2015,public,other,,,,0,,0,FR
FR0142,École supérieure des technologies industrielles avancées,2015,private,other,,,,0,,0,FR
FR0143,École nationale d'ingénieurs de Tarbes,2015,public,other,,,,0,,0,FR
FR0144,Université de Perpignan - Via Domitia,2015,public,uni,,,,0,,0,FR
FR0145,École nationale supérieure d'architecture de Strasbourg,2015,public,other,,,,0,,0,FR
FR0146,École supérieure des arts décoratifs de Strasbourg,2015,public,other,,,,0,,0,FR
FR0147,École nationale du génie de l'eau et de l'environnement de Strasbourg,2015,public,other,,,,0,,0,FR
FR0148,Institut national des sciences appliquées de Strasbourg,2015,public,other,,,,0,,0,FR
FR0149,Université de Strasbourg,2015,public,uni,,,,0,,0,FR
FR0150,Université de Haute-Alsace,2015,public,uni,,,,0,,0,FR
FR0151,École nationale supérieure d'architecture de Lyon,2015,public,other,,,,0,,0,FR
FR0152,École nationale supérieure des beaux-arts de Lyon,2015,public,other,,,,0,,0,FR
FR0153,École centrale de Lyon,2015,public,other,,,,0,,0,FR
FR0154,Institut national des sciences appliquées de Lyon,2015,public,other,,,,0,,0,FR
FR0155,École catholique d'arts et métiers,2015,private,other,,,,0,,0,FR
FR0156,Université catholique de Lyon,2015,private,other,,,,0,,0,FR
FR0157,Université Claude Bernard - Lyon 1,2015,public,uni,,,,0,,0,FR
FR0158,Université Lumière - Lyon 2,2015,public,uni,,,,0,,0,FR
FR0159,Institut régional d'administration de Lyon,2015,public,other,,,,0,,0,FR
FR0160,Institut supérieur d'agriculture et d'agroalimentaire Rhône-Alpes,2015,private,other,,,,0,,0,FR
FR0161,Université Jean Moulin - Lyon 3,2015,public,uni,,,,0,,0,FR
FR0162,École nationale supérieure des sciences de l'information et des bibliothèques,2015,public,other,,,,0,,0,FR
FR0163,École nationale des travaux publics de l'État,2015,public,other,,,,0,,0,FR
FR0164,Conservatoire national supérieur musique et danse de Lyon,2015,public,other,,,,0,,0,FR
FR0165,Institut textile et chimique,2015,private,other,,,,0,,0,FR
FR0166,École supérieure chimie physique électronique de Lyon,2015,private,other,,,,0,,0,FR
FR0167,École des avocats Rhône-Alpes,2015,private,other,,,,0,,0,FR
FR0168,École normale supérieure de Lyon,2015,public,other,,,,0,,0,FR
FR0169,Université du Maine,2015,public,uni,,,,0,,0,FR
FR0170,Université de Savoie Mont Blanc,2015,public,uni,,,,0,,0,FR
FR0171,École d'ingénieur de la ville de Paris,2015,public,other,,,,0,,0,FR
FR0172,"Faculté Libre de Droit, d’Economie et de Gestion",2015,private,other,,,,0,,0,FR
FR0173,Université Paris-Dauphine,2015,public,other,,,,0,,0,FR
FR0174,Université Paris 1 - Panthéon Sorbonne,2015,public,uni,,,,0,,0,FR
FR0175,Université Panthéon-Assas,2015,public,uni,,,,0,,0,FR
FR0176,Université Sorbonne Nouvelle - Paris 3,2015,public,uni,,,,0,,0,FR
FR0177,Université Paris-Sorbonne,2015,public,uni,,,,0,,0,FR
FR0178,Université Paris Descartes,2015,public,uni,,,,0,,0,FR
FR0179,Université Pierre et Marie Curie,2015,public,uni,,,,0,,0,FR
FR0180,Université Paris Diderot,2015,public,uni,,,,0,,0,FR
FR0181,École nationale supérieure d'architecture de Paris-Malaquais,2015,public,other,,,,0,,0,FR
FR0182,École nationale supérieure d'architecture de Paris-La Villette,2015,public,other,,,,0,,0,FR
FR0183,École nationale supérieure d'architecture de Paris-Belleville,2015,public,other,,,,0,,0,FR
FR0184,Groupe ESPI École supérieure des professions immobilières,2015,private,other,,,,0,,0,FR
FR0185,École nationale supérieure d'arts et métiers,2015,public,other,,,,0,,0,FR
FR0186,École nationale supérieure de chimie de Paris,2015,public,other,,,,0,,0,FR
FR0187,Institut de physique du globe,2015,public,other,,,,0,,0,FR
FR0188,École supérieure de physique et de chimie industrielles de la ville de Paris,2015,public,other,,,,0,,0,FR
FR0189,Institut d'études politiques de Paris,2015,public,other,,,,0,,0,FR
FR0190,École normale supérieure de Paris,2015,public,other,,,,0,,0,FR
FR0191,Institut des sciences et industries du vivant et de l'environnement,2015,public,other,,,,0,,0,FR
FR0192,École nationale supérieure des arts décoratifs,2015,public,other,,,,0,,0,FR
FR0193,Conservatoire national des arts et métiers,2015,public,other,,,,0,,0,FR
FR0194,École nationale des Chartes,2015,public,other,,,,0,,0,FR
FR0195,Collège de France,2015,public,other,,,,0,,0,FR
FR0196,École pratique des hautes études,2015,public,other,,,,0,,0,FR
FR0197,Institut national des langues et civilisations orientales,2015,public,other,,,,0,,0,FR
FR0198,École du Louvre,2015,public,other,,,,0,,0,FR
FR0199,École nationale supérieure des mines de Paris,2015,public,other,,,,0,,0,FR
FR0200,Muséum national d'histoire naturelle,2015,public,other,,,,0,,0,FR
FR0201,Conservatoire national supérieur de musique et de danse de Paris,2015,public,other,,,,0,,0,FR
FR0202,Observatoire de Paris,2015,public,other,,,,0,,0,FR
FR0203,Télécom ParisTech,2015,public,other,,,,0,,0,FR
FR0204,Institut Catholique de Paris,2015,private,other,,,,0,,0,FR
FR0205,Institut supérieur d'électronique de Paris,2015,private,other,,,,0,,0,FR
FR0206,"École supérieure d'informatique, électronique, automatique",2015,private,other,,,,0,,0,FR
FR0207,École nationale supérieure des beaux-arts,2015,public,other,,,,0,,0,FR
FR0208,École des hautes études en sciences sociales,2015,public,other,,,,0,,0,FR
FR0209,École centrale d'électronique,2015,private,other,,,,0,,0,FR
FR0210,École nationale supérieure d'architecture de Paris-Val de Seine,2015,public,other,,,,0,,0,FR
FR0211,École nationale supérieure de création industrielle,2015,public,other,,,,0,,0,FR
FR0212,École de formation professionnelle des barreaux de la cour d'appel de Paris,2015,private,other,,,,0,,0,FR
FR0213,Centre des études supérieures industrielles,2015,private,other,,,,0,,0,FR
FR0214,Institut catholique d'arts et métiers,2015,private,other,,,,0,,0,FR
FR0215,Pôle supérieur d’enseignement artistique Paris Boulogne-Billancourt,2015,public,other,,,,0,,0,FR
FR0216,École nationale supérieure d'architecture de Normandie,2015,public,other,,,,0,,0,FR
FR0217,Institut national des sciences appliquées de Rouen,2015,public,other,,,,0,,0,FR
FR0218,Université de Rouen,2015,public,uni,,,,0,,0,FR
FR0219,École supérieure d'ingénieurs en génie électrique,2015,private,other,,,,0,,0,FR
FR0220,Université du Havre,2015,public,uni,,,,0,,0,FR
FR0221,École supérieure d’ingénieurs et de techniciens pour l’agriculture,2015,private,other,,,,0,,0,FR
FR0222,École des officiers de la gendarmerie nationale,2015,public,other,,,,0,,0,FR
FR0223,Université Paris-Est Marne-la-Vallée,2015,public,uni,,,,0,,0,FR
FR0224,École nationale des ponts et chaussées,2015,public,other,,,,0,,0,FR
FR0225,École d'architecture de la ville et des territoires à Marne-la-Vallée,2015,public,other,,,,0,,0,FR
FR0226,Université Paris-Est,2015,public,uni,,,,0,,0,FR
FR0227,École nationale supérieure d’architecture de Versailles,2015,public,other,,,,0,,0,FR
FR0228,École des beaux-arts de Versailles,2015,public,other,,,,0,,0,FR
FR0229,Université de Versailles Saint-Quentin-en-Yvelines,2015,public,uni,,,,0,,0,FR
FR0230,Université d'Amiens,2015,public,uni,,,,0,,0,FR
FR0231,École Supérieure d'Ingénieurs en Électronique et Électrotechnique Amiens,2015,private,other,,,,0,,0,FR
FR0232,École nationale supérieure des mines d'Albi-Carmaux,2015,public,other,,,,0,,0,FR
FR0233,Institut national universitaire Jean-François-Champollion,2015,public,uni,,,,0,,0,FR
FR0234,Université de Toulon,2015,public,uni,,,,0,,0,FR
FR0235,Institut supérieur de l'électronique et du numérique Toulon,2015,private,other,,,,0,,0,FR
FR0236,Université d'Avignon et des Pays de Vaucluse,2015,public,uni,,,,0,,0,FR
FR0237,Institut catholique d'études supérieures,2015,private,other,,,,0,,0,FR
FR0238,École nationale supérieure de mécanique et d'aérotechnique de Poitiers,2015,public,other,,,,0,,0,FR
FR0239,Université de Poitiers,2015,public,uni,,,,0,,0,FR
FR0240,Université de Limoges,2015,public,uni,,,,0,,0,FR
FR0241,École nationale supérieure de céramique industrielle de Limoges,2015,public,other,,,,0,,0,FR
FR0242,Institut d'ingénierie informatique de Limoges,2015,private,other,,,,0,,0,FR
FR0243,Université de technologie de Belfort-Montbéliard,2015,public,other,,,,0,,0,FR
FR0244,Institut d'Optique Graduate School,2015,private,other,,,,0,,0,FR
FR0245,Université Paris-Sud,2015,public,uni,,,,0,,0,FR
FR0247,École polytechnique,2015,public,other,,,,0,,0,FR
FR0248,Télécom SudParis,2015,public,other,,,,0,,0,FR
FR0249,Université d'Évry-Val d'Essonne,2015,public,uni,,,,0,,0,FR
FR0250,Télécom École de Management,2015,public,other,,,,0,,0,FR
FR0251,École nationale supérieure d'informatique pour l'industrie et l'entreprise,2015,public,other,,,,0,,0,FR
FR0252,École nationale supérieure de techniques avancées,2015,public,other,,,,0,,0,FR
FR0253,EPF - École d'ingénieurs,2015,private,other,,,,0,,0,FR
FR0254,École nationale supérieure du pétrole et des moteurs,2015,public,other,,,,0,,0,FR
FR0255,Université Paris Nanterre,2015,public,uni,,,,0,,0,FR
FR0257,École Nationale de la Statistique et de l’Administration Économique,2015,public,other,,,,0,,0,FR
FR0258,École supérieure des techniques aéronautiques et de construction automobile,2015,private,other,,,,0,,0,FR
FR0259,École supérieure d'ingénieurs Léonard-de-Vinci,2015,private,other,,,,0,,0,FR
FR0260,École nationale supérieure maritime,2015,public,other,,,,0,,0,FR
FR0261,Institut supérieur de mécanique de Paris,2015,public,other,,,,0,,0,FR
FR0262,Université Paris 13 - Paris Nord,2015,public,uni,,,,0,,0,FR
FR0263,Université Paris 8 - Vincennes - Saint-Denis,2015,public,uni,,,,0,,0,FR
FR0264,École Supérieure d'Ingénieurs en Électronique et Électrotechnique Paris,2015,private,other,,,,0,,0,FR
FR0265,École normale supérieure de Cachan,2015,public,other,,,,0,,0,FR
FR0266,Université Paris-Est Créteil Val-de-Marne,2015,public,uni,,,,0,,0,FR
FR0267,École d'ingénieur généraliste en informatique et technologies du numérique,2015,private,other,,,,0,,0,FR
FR0268,ESME Sudria,2015,private,other,,,,0,,0,FR
FR0269,École supérieure d'ingénieurs des travaux de la construction de Cachan,2015,private,other,,,,0,,0,FR
FR0270,École pour l'informatique et les techniques avancées,2015,private,other,,,,0,,0,FR
FR0271,Institut polytechnique des sciences avancées,2015,private,other,,,,0,,0,FR
FR0272,"École spéciale des travaux publics, du bâtiment et de l'industrie",2015,private,other,,,,0,,0,FR
FR0273,École nationale supérieure de l'électronique et de ses applications de Cergy,2015,public,other,,,,0,,0,FR
FR0274,École internationale des sciences du traitement de l'information,2015,private,other,,,,0,,0,FR
