ETER ID,Institution Name,Reference year,Legal status,Institution Category standardized,Total staff (FTE),Total academic staff (FTE),Total students enrolled ISCED 5-7,Flag Academic Staff FTE,Total academic staff (HC),Flag Academic Staff HC,Country code
DE0342,Hochschule Worms,2015,public,uas,213.0,118.0,3437.0,0,26.0,0,DE
DE0343,Katholische Hochschule Mainz,2015,private,uas,81.0,65.0,1265.0,0,418.0,0,DE
DE0344,Hochschule für Technik und Wirtschaft des Saarlandes Saarbrücken,2015,public,uas,525.0,357.0,6021.0,0,451.0,0,DE
DE0346,"Deutsche Hochschule für Prävention und Gesundheitsmanagement, Saarbrücken (Priv. FH)",2015,private,uas,104.0,77.0,6262.0,0,175.0,0,DE
DE0347,Hochschule für Technik und Wirtschaft Dresden,2015,public,uas,539.0,273.0,5079.0,0,199.0,0,DE
DE0348,"Hochschule für Technik, Wirtschaft und Kultur Leipzig",2015,public,uas,551.0,307.0,5947.0,0,39.0,0,DE
DE0349,Hochschule Mittweida (University of Applied Sciences),2015,public,uas,447.0,223.0,7057.0,0,245.0,0,DE
DE0350,Hochschule Zittau/Görlitz (FH),2015,public,uas,449.0,242.0,2932.0,0,272.0,0,DE
DE0351,Westsächsische Hochschule Zwickau,2015,public,uas,555.0,259.0,4529.0,0,46.0,0,DE
DE0353,"Deutsche Telekom Hochschule für Telekommunikation, Leipzig (Priv. FH)",2015,private,uas,66.0,33.0,1268.0,0,60.0,0,DE
DE0356,"Evangelische Hochschule für Soziale Arbeit, Dresden (FH)",2015,private,uas,42.0,28.0,697.0,0,518.0,0,DE
DE0358,Hochschule Anhalt (FH),2015,public,uas,543.0,272.0,7406.0,0,102.0,0,DE
DE0359,Hochschule Harz (FH),2015,public,uas,226.0,122.0,2942.0,0,14.0,0,DE
DE0360,Hochschule Magdeburg-Stendal (FH),2015,public,uas,400.0,235.0,6289.0,0,123.0,0,DE
DE0361,Hochschule Merseburg (FH),2015,public,uas,294.0,148.0,2971.0,0,53.0,0,DE
DE0363,Fachhochschule Flensburg,2015,public,uas,271.0,149.0,4102.0,0,50.0,0,DE
DE0364,"Fachhochschule Westküste, Heide",2015,public,uas,132.0,53.0,1586.0,0,258.0,0,DE
DE0365,Fachhochschule Kiel,2015,public,uas,440.0,263.0,7428.0,0,29.0,0,DE
DE0366,Fachhochschule Lübeck,2015,public,uas,394.0,188.0,4438.0,0,52.0,0,DE
DE0367,NORDAKADEMIE Hochschule der Wirtschaft,2015,private,uas,78.0,49.0,1831.0,0,8.0,1,DE
DE0369,Private Fachhochschule Wedel,2015,private,uas,40.0,18.0,1170.0,0,51.0,0,DE
DE0370,Fachhochschule Erfurt,2015,public,uas,383.0,224.0,4237.0,0,104.0,0,DE
DE0371,Ernst-Ebbe-Hochschule Jena,2015,public,uas,419.0,236.0,4516.0,0,208.0,0,DE
DE0372,Hochschule Nordhausen,2015,public,uas,178.0,111.0,2340.0,0,408.0,0,DE
DE0373,Hochschule Schmmalkalden,2015,public,uas,216.0,115.0,2816.0,0,35.0,0,DE
DE0376,SRH Fachhochschule für Gesundheit Gera (Priv. FH),2015,private,uas,41.0,29.0,928.0,0,144.0,0,DE
DE0377,Hochschule für öffentliche Verwaltung Kehl,2015,public,other,104.0,80.0,1150.0,0,74.0,1,DE
DE0378,Hochschule Ludwigsburg für öffentliche Verwaltung und Finanzen,2015,public,other,157.0,115.0,2405.0,0,136.0,0,DE
DE0379,Fachhochschule für Rechtspflege Schwetzingen,2015,public,other,35.0,27.0,527.0,0,106.0,0,DE
DE0380,Hochschule der Polizei Baden-Württemberg,2015,public,other,146.0,60.0,1655.0,0,69.0,0,DE
DE0382,Fachhochschule für öffentliche Verwaltung und Rechtspflege in Bayern,2015,public,other,380.0,225.0,4439.0,0,17.0,0,DE
DE0385,FH der Polizei Brandenburg (VerwFH) in Oranienburg,2015,public,other,371.0,54.0,434.0,0,184.0,0,DE
DE0386,Fachhochschule für Finanzen Brandenburg in Königs Wusterhausen,2015,public,other,29.0,14.0,649.0,0,46.0,0,DE
DE0387,Hochschule für öffentliche Verwaltung Bremen,2015,public,other,41.0,34.0,408.0,0,184.0,0,DE
DE0389,Norddeutsche Akademie für Finanzen und Steuerrecht Hamburg,2015,public,other,30.0,27.0,350.0,0,67.0,0,DE
DE0391,Hessische Hochschule für Finanzen und Rechtspflege,2015,public,other,83.0,49.0,889.0,0,63.0,0,DE
DE0392,Hessische Hochschule für Polizei und Verwaltung,2015,public,other,179.0,122.0,2742.0,0,471.0,1,DE
DE0394,Verwaltungs-Fachhochschule Güstrow,2015,public,other,153.0,29.0,395.0,0,37.0,0,DE
DE0395,"Norddeutsche Hochschule für Rechtspflege, Hildesheim",2015,public,other,31.0,23.0,287.0,0,138.0,0,DE
DE0396,Kommunale Hochschule für Verwaltung in Niedersachsen,2015,private,other,17.0,8.0,856.0,0,305.0,0,DE
DE0397,"Fachhochschule für Rechtspflege NW, Bad Münstereifel",2015,public,other,71.0,49.0,509.0,0,432.0,0,DE
DE0398,"Fachhochschule für Finanzen NW, Nordkirchen",2015,public,other,195.0,96.0,1678.0,0,107.0,0,DE
DE0399,Fachhochschule für öffentliche Verwaltung Nordrhein-Westfalen,2015,public,other,357.0,204.0,7831.0,0,42.0,0,DE
DE0400,Hochschule des Bundes für öffentliche Verwaltung,2015,public,other,716.0,297.0,3284.0,0,216.0,0,DE
DE0401,Hochschule für Finanzen Rheinland-Pfalz,2015,public,other,49.0,34.0,560.0,0,28.0,0,DE
DE0402,Hochschule der Deutschen Bundesbank Hachenburg,2015,public,other,97.0,42.0,333.0,0,44.0,0,DE
DE0403,Hochschule für öffentliche Verwaltung Rheinland-Pfalz,2015,public,other,68.0,46.0,626.0,0,26.0,0,DE
DE0404,Fachhochschule für Verwaltung Saarbrücken,2015,public,other,86.0,66.0,383.0,1,51.0,1,DE
DE0405,Hochschule für öffentliche Verwaltung und Rechtspflege Meißen (FH),2015,public,other,106.0,53.0,524.0,0,57.0,0,DE
DE0406,"Hochschule der Sächsischen Polizei, Rothenburg/OL. (FH)",2015,public,other,366.0,59.0,435.0,0,101.0,0,DE
DE0407,"Fachhochschule Polizei Sachsen-Anhalt, Aschersleben",2015,public,other,107.0,17.0,287.0,0,53.0,0,DE
DE0408,Fachhochschule für Verwaltung und Dienstleistung Altenholz,2015,public,other,91.0,67.0,916.0,0,68.0,0,DE
DE0410,Thüringer Fachhochschule für öffentliche Verwaltung Gotha,2015,public,other,62.0,36.0,314.0,0,13.0,0,DE
DE0411,"Hochschule für Medien, Kommunikation und Wirtschaft (HMKW)",2015,private,uas,96.0,58.0,1492.0,0,153.0,0,DE
DE0412,"Hochschule für Wirtschaft, Technik und Kultur Berlin (HWTK)",2015,private,uas,37.0,24.0,461.0,0,115.0,0,DE
DE0413,International Psychoanalytic University Berlin,2015,private,uni,45.0,27.0,583.0,0,,0,DE
DE0414,Hochschule Emden/Leer,2015,public,uas,391.0,279.0,4683.0,0,,0,DE
DE0416,KLU Kühne Logistics University (Priv.),2015,private,uni,59.0,25.0,260.0,0,,0,DE
DE0417,MSH Medical School Hamburg,2015,private,uas,94.0,70.0,2019.0,0,64.0,0,DE
DE0418,Hochschule Hamm-Lippstadt,2015,public,uas,247.0,165.0,4445.0,0,104.0,0,DE
DE0419,Hochschule Rhein-Waal,2015,public,uas,354.0,222.0,6001.0,0,728.0,0,DE
DE0420,Cologne Business School (CBS) - European University of Applied Sciences (Priv. FH),2015,private,uas,133.0,42.0,1891.0,0,92.0,0,DE
DE0421,Hochschule der Wirtschaft für Management (HdWM) Mannheim (Priv. FH),2015,private,uas,46.0,18.0,334.0,0,1524.0,0,DE
DE0422,Hochschule Ruhr West (HRW),2015,public,uas,266.0,155.0,4628.0,0,223.0,0,DE
DE0427,Internationale Hochschule Liebenzell,2015,private,uas,18.0,14.0,204.0,0,52.0,0,DE
DE0428,"Hochschule für Kunst, Design und Populäre Musik Freiburg i. Br. (Priv. FH)",2015,private,uas,21.0,14.0,201.0,0,,0,DE
DE0430,Akkon HS Berlin (Priv. FH),2015,private,uas,16.0,11.0,394.0,0,230.0,0,DE
DE0431,DEKRA Hochschule für Medien,2015,private,uas,25.0,17.0,408.0,0,31.0,0,DE
DE0433,German open Business School - HS für Wirtschaft und Verwaltung Berlin (Priv- FH),2015,private,uas,19.0,15.0,389.0,0,29.0,1,DE
DE0435,Business School Berlin Hochschule für Management,2015,private,uas,50.0,39.0,771.0,0,11.0,0,DE
DE0437,CVJM-Hochschule Kassel (Priv. FH),2015,private,uas,31.0,23.0,333.0,1,77.0,1,DE
DE0438,"Hochschule Weserbergland (HSW), Hameln (Priv.FH)",2015,private,uas,44.0,25.0,507.0,0,42.0,0,DE
DE0439,Leibniz - Fachhochschule Hannover (Priv. FH),2015,private,uas,19.0,13.0,547.0,0,,0,DE
DE0440,"Hochschule für Gesundheit, Bochum",2015,public,uas,127.0,76.0,932.0,0,,1,DE
DE0441,Fliedner Fachhochschule Düsseldorf (Priv. ),2015,private,uas,51.0,36.0,944.0,0,,1,DE
DE0442,Hochschule Neuss für Internationale Wirtschaft (Priv. FH),2015,private,uas,,,,0,,0,DE
DE0443,Mathias Hochschule Rheine (Priv. FH),2015,private,uas,,,,0,,0,DE
DE0444,EBC Hochschule Düsseldorf (Priv. FH),2015,private,uas,,,,0,,0,DE
DE0445,Fachhochschule Dresden (Priv. FH),2015,private,uas,43.0,22.0,520.0,0,,1,DE
DE0447,SRH Hochschule der Populären Künste,2015,private,uas,45.0,34.0,539.0,0,,0,DE
DE0448,Jade Hochschule,2015,public,uas,641.0,438.0,7293.0,0,,0,DE
DE0452,"Medical School Berlin, Hochschule für Gesundheit und Medizin (Priv. FH)",2015,private,uas,45.0,33.0,858.0,0,,1,DE
DE0455,Brandenburgische Technische Universität Cottbus-Senftenberg,2015,public,uas,1540.0,926.0,7810.0,0,,0,DE
DE0458,Hochschule Geisenheim University (FH),2015,private,uas,345.0,109.0,1382.0,0,,0,DE
DE0460,IST-Hochschule für Management Düsseldorf (Priv. FH),2015,private,uas,24.0,18.0,1141.0,0,,0,DE
DE0462,"Munich Institute of Media and Musical Arts, MIMA München (Priv. Kunst-H)",2015,private,other,,,,0,,0,DE
DE0465,AMD Akademie Mode und Design Idstein mit allen Standorten,2015,private,uas,109.0,66.0,1382.0,0,,0,DE
DE0469,NBS Northern Business School Hamburg (Priv. FH),2015,private,uas,32.0,11.0,347.0,0,,0,DE
DE0470,praxisHochschule Köln (Priv. FH),2015,private,uas,33.0,19.0,460.0,0,,0,DE
DE0471,HSD Hochschule Döpfer Köln (Priv. FH),2015,private,uas,10.0,8.0,212.0,0,,0,DE
DE0473,Hochschule der Polizei Rheinland-Pfalz in Büchenbeuren,2015,public,uni,168.0,60.0,1328.0,0,,0,DE
DE0475,Akademie der Polizei Hamburg,2015,public,other,20.0,20.0,308.0,0,,0,DE
DK0001,Københavns Universitet,2015,public,uni,,,39326.0,0,,0,DK
DK0002,Aarhus Universitet,2015,public,uni,,,35658.0,0,,0,DK
DK0003,Syddansk Universitet,2015,public,uni,,,24060.0,0,,0,DK
DK0004,Roskilde Universitet,2015,public,uni,,,7927.0,0,,0,DK
DK0005,Aalborg Universitet,2015,public,uni,,,20225.0,0,,0,DK
DK0006,Danmarks Tekniske Universitet,2015,public,uni,,,10339.0,0,,0,DK
DK0007,Handelshøjskolen i Kobenhavn,2015,public,uni,,,17317.0,0,,0,DK
DK0008,IT-Universitetet i København,2015,public,uni,,,1765.0,0,,0,DK
DK0011,Arkitektskolen Aarhus,2015,public,uas,,,748.0,0,,0,DK
DK0013,Designskolen Kolding,2015,public,uas,,,359.0,0,,0,DK
DK0015,"Det Kongelige Danske Kunstakademis Skoler for Arkitektur, Design og Konservering",2015,public,uas,,,1764.0,0,,0,DK
DK0016,Professionshøjskolen Metropol,2015,public,uas,,,10240.0,0,,0,DK
DK0017,Professionshøjskolen UCC,2015,public,uas,,,10098.0,0,,0,DK
DK0018,Professionshøjskolen University College Nordjylland,2015,public,uas,,,9357.0,0,,0,DK
DK0019,University College Syddanmark,2015,public,uas,,,6173.0,0,,0,DK
DK0020,University College Lillebælt,2015,public,uas,,,6801.0,0,,0,DK
DK0021,University College Sjælland,2015,public,uas,,,8068.0,0,,0,DK
DK0022,VIA University College,2015,public,uas,,,19354.0,0,,0,DK
DK0023,Københavns Erhvervsakademie (KEA),2015,public,uas,,,5399.0,0,,0,DK
DK0024,Erhvervsakademi Sjælland,2015,public,uas,,,3582.0,0,,0,DK
DK0025,Erhvervsakademi Dania,2015,public,uas,,,2477.0,0,,0,DK
DK0026,Erhvervsakademi Kolding,2015,public,uas,,,1577.0,0,,0,DK
DK0027,Erhvervsakademiet Lillebælt,2015,public,uas,,,4196.0,0,,0,DK
DK0028,Erhvervsakademiet Copenhagen Business,2015,public,uas,,,5754.0,0,,0,DK
DK0029,Erhvervsakademi SydVest,2015,public,uas,,,1489.0,0,,0,DK
DK0030,Erhvervsakademi Midtvest,2015,public,uas,,,747.0,0,,0,DK
DK0031,Erhvervsakademi Aarhus,2015,public,uas,,,4431.0,0,,0,DK
DK0032,Danmarks Medie og Journalisthøjskole,2015,public,uas,,,2028.0,0,,0,DK
DK0033,SIMAC,2015,public,uas,,,673.0,0,,0,DK
DK0034,Kriminalforsorgens Uddannelsescenter,2015,public,other,,,139.0,0,,0,DK
DK0037,Den Frie Lærerskole,2015,private government dependent,uas,,,327.0,0,,0,DK
EE0001,Tartu Ülikool,2015,private government dependent,uni,,,12048.0,0,,0,EE
EE0002,Tallinna Tehnikaülikool,2015,private government dependent,uni,,,10920.0,0,,0,EE
EE0003,Tallinna Ülikool,2015,private government dependent,uni,,,8256.0,0,,0,EE
EE0004,Eesti Maaülikool,2015,private government dependent,uni,,,3375.0,0,,0,EE
EE0005,Eesti Ettevõtluskõrgkool Mainor,2015,private,uas,,,1567.0,0,910.0,0,EE
EE0006,Tallinna Tehnikakõrgkool,2015,public,uas,,,2422.0,0,1720.0,0,EE
EE0007,Estonian Business School,2015,private,uni,,,1434.0,0,1418.0,0,EE
EE0008,Euroakadeemia,2015,private,uas,,,530.0,0,3658.0,0,EE
EE0009,Tallinna Tervishoiu Kõrgkool,2015,public,uas,,,1244.0,0,846.0,0,EE
EE0010,Tartu Tervishoiu Kõrgkool,2015,public,uas,,,1057.0,0,954.0,0,EE
EE0011,Eesti Kunstiakadeemia,2015,private government dependent,uni,,,1011.0,0,2647.0,0,EE
EE0012,Tallinna Majanduskool,2015,public,other,,,219.0,0,1004.0,0,EE
EE0013,Sisekaitseakadeemia,2015,public,uas,,,677.0,0,4594.0,0,EE
EE0017,Lääne-Viru Rakenduskõrgkool,2015,public,uas,,,862.0,0,4015.0,0,EE
EE0022,Eesti Muusika- ja Teatriakadeemia,2015,private government dependent,uni,,,643.0,0,2499.0,0,EE
EE0023,Eesti Infotehnoloogia Kolledž,2015,private,uas,,,879.0,0,1463.0,0,EE
EE0024,Võrumaa Kutsehariduskeskus,2015,public,other,,,84.0,0,1690.0,0,EE
EE0025,Eesti Lennuakadeemia,2015,public,uas,,,256.0,0,1632.0,0,EE
EE0026,Tartu Kõrgem Kunstikool,2015,public,uas,,,304.0,0,1618.0,0,EE
EE0028,Arvutikolledž,2015,private,uas,,,46.0,0,4738.0,0,EE
EE0029,Eesti Metodisti Kiriku Teoloogiline Seminar,2015,private,uas,,,59.0,0,5685.0,0,EE
EE0031,Kaitseväe Ühendatud Õppeasutused,2015,public,uas,,,193.0,0,1657.0,0,EE
EE0032,EELK Usuteaduse Instituut,2015,private,uas,,,134.0,0,1163.0,0,EE
EE0034,EEKBKL Kõrgem Usuteaduslik Seminar,2015,private,uas,,,39.0,0,2854.0,0,EE
ES0001,Universidad de Almería,2015,public,uni,1230.1,759.49,12635.0,0,1869.0,0,ES
ES0002,Universidad de Cádiz,2015,public,uni,2074.03,1364.44,20204.0,0,1988.0,0,ES
ES0003,Universidad de Córdoba,2015,public,uni,1804.34,1064.57,17375.0,0,2333.0,0,ES
ES0004,Universidad de Granada,2015,public,uni,5456.37,3232.55,50861.0,0,2306.0,0,ES
ES0005,Universidad de Huelva,2015,public,uni,1098.57,663.91,11126.0,0,1257.0,0,ES
ES0006,Universidad de Jaén,2015,public,uni,1373.0,866.45,14575.0,0,1196.0,0,ES
ES0007,Universidad de Málaga,2015,public,uni,3220.93,1974.36,35966.0,0,3050.0,0,ES
ES0008,Universidad Pablo de Olavide,2015,public,uni,1024.56,674.56,10510.0,0,4537.0,0,ES
ES0009,Universidad de Sevilla,2015,public,uni,6290.53,3726.07,59148.0,0,797.0,0,ES
ES0010,Universidad de Zaragoza,2015,public,uni,4416.35,2884.43,29527.0,0,951.0,0,ES
ES0011,Universidad de Oviedo,2015,public,uni,3055.98,2114.7,20978.0,0,2394.0,0,ES
ES0012,Universitat de les Illes Balears,2015,public,uni,1447.59,890.33,13110.0,0,2382.0,0,ES
ES0013,Universidad de La Laguna,2015,public,uni,2223.78,1380.99,19307.0,0,1972.0,0,ES
ES0014,Universidad de Las Palmas de Gran Canaria,2015,public,uni,1959.96,1192.05,18432.0,0,1546.0,0,ES
ES0015,Universidad de Cantabria,2015,public,uni,1729.1,1120.53,10323.0,0,2783.0,0,ES
ES0016,Universitat Autònoma de Barcelona,2015,public,uni,4608.63,2668.48,36085.0,2,1892.0,0,ES
ES0017,Universitat de Barcelona,2015,public,uni,5607.21,3343.94,52497.0,0,1886.0,0,ES
ES0018,Universitat de Girona,2015,public,uni,1588.37,988.49,14541.0,0,2887.0,0,ES
ES0019,Universitat de Lleida,2015,public,uni,1195.07,650.13,9149.0,0,1626.0,0,ES
ES0020,Universitat Politècnica de Catalunya · BarcelonaTech,2015,public,uni,3610.4,2091.56,30222.0,0,6335.0,0,ES
ES0021,Universitat Pompeu Fabra,2015,public,uni,2009.33,1196.97,17525.0,2,3912.0,2,ES
ES0022,Universitat Rovira i Virgili,2015,public,uni,1721.06,1044.28,13021.0,2,1618.0,2,ES
ES0023,Universidad de Castilla-La Mancha,2015,public,uni,2775.73,1699.61,24549.0,0,2767.0,0,ES
ES0024,Universidad de Alicante,2015,public,uni,2825.15,1594.09,24625.0,0,622.0,0,ES
ES0025,Universidad Jaume I de Castellón,2015,public,uni,1423.03,819.83,13354.0,0,964.0,0,ES
ES0026,Universidad Miguel Hernández de Elche,2015,public,uni,1164.52,713.73,12619.0,0,5042.0,0,ES
ES0027,Universidad Politécnica de Valencia,2015,public,uni,4049.2,2540.49,25955.0,2,447.0,0,ES
ES0028,Universitat de València (Estudi General),2015,public,uni,4964.24,3116.48,44669.0,0,740.0,0,ES
ES0029,Universidad de Burgos,2015,public,uni,922.42,576.99,7093.0,0,198.0,0,ES
ES0030,Universidad de León,2015,public,uni,1201.36,740.72,11650.0,0,622.0,0,ES
ES0031,Universidad de Salamanca,2015,public,uni,2850.4,1726.2,22980.0,0,594.0,0,ES
ES0032,Universidad de Valladolid,2015,public,uni,2764.9,1759.29,21701.0,0,458.0,0,ES
ES0033,Universidad de Extremadura,2015,public,uni,2398.07,1537.69,21215.0,0,897.0,0,ES
ES0034,Universidad de A Coruña,2015,public,uni,2162.87,1390.6,17111.0,0,109.0,0,ES
ES0035,Universidad de Santiago de Compostela,2015,public,uni,3543.15,2342.53,22777.0,0,1029.0,0,ES
ES0036,Universidad de Vigo,2015,public,uni,2305.97,1566.67,19472.0,0,627.0,0,ES
ES0037,Universidad de Alcalá,2015,public,uni,1976.11,1248.94,16864.0,0,668.0,0,ES
ES0038,Universidad Autónoma de Madrid,2015,public,uni,3292.8,2218.79,26160.0,0,1690.0,0,ES
ES0039,Universidad Carlos III de Madrid,2015,public,uni,1825.69,1152.75,17885.0,0,2609.0,0,ES
ES0040,Universidad Complutense de Madrid,2015,public,uni,7860.32,4442.43,68010.0,0,164.0,0,ES
ES0041,Universidad Politécnica de Madrid,2015,public,uni,5053.13,3192.57,35044.0,2,530.0,2,ES
ES0042,Universidad Rey Juan Carlos,2015,public,uni,2038.02,1350.74,42622.0,0,,2,ES
ES0043,Universidad de Murcia,2015,public,uni,2952.45,1788.85,30202.0,0,174.0,0,ES
ES0044,Universidad Politécnica de Cartagena,2015,public,uni,852.66,487.51,5546.0,0,564.0,0,ES
ES0045,Universidad Pública de Navarra,2015,public,uni,1127.71,682.7,7844.0,0,,0,ES
ES0046,Universidad del País Vasco / Euskal Herriko Unibertsitatea,2015,public,uni,6049.54,4174.77,41134.0,0,392.0,0,ES
ES0047,Universidad de La Rioja,2015,public,uni,599.89,357.67,4185.0,0,1316.0,0,ES
ES0048,IE. Universidad,2015,private,uni,408.95,186.24,3409.0,0,1169.0,0,ES
ES0049,Universidad a Distancia de Madrid (UDIMA),2015,private,uni,189.1,127.04,7010.0,0,187.0,0,ES
ES0050,Universidad Alfonso X El Sabio,2015,private,uni,316.18,206.91,7168.0,0,295.0,0,ES
ES0051,Universidad Antonio de Nebrija,2015,private,uni,541.33,324.55,5096.0,2,884.0,0,ES
ES0052,Universidad Camilo José Cela,2015,private,uni,437.93,297.51,11091.0,2,50.0,0,ES
ES0053,Universidad Cardenal Herrera-CEU,2015,private,uni,762.31,470.37,7358.0,2,620.0,2,ES
ES0054,Universidad Católica Santa Teresa de Jesús de Ávila,2015,private,uni,145.7,79.21,2405.0,0,512.0,0,ES
ES0055,Universidad Católica de Valencia,2015,private,uni,870.29,562.66,11128.0,0,23.0,2,ES
ES0056,Universidad Católica San Antonio de Murcia,2015,private,uni,701.78,448.91,12552.0,0,335.0,0,ES
ES0057,Universidad de Deusto,2015,private,uni,892.6,450.83,8722.0,0,1085.0,0,ES
ES0058,Universidad de Navarra,2015,private,uni,2569.95,1298.0,9752.0,0,88.0,0,ES
ES0059,Universidad Europea de Madrid,2015,private,uni,1420.92,969.48,12125.0,0,301.0,0,ES
ES0060,Universidad Europea Miguel de Cervantes,2015,private,uni,145.69,95.22,1257.0,0,162.0,0,ES
ES0061,Universidad Francisco de Vitoria,2015,private,uni,601.61,306.65,7246.0,0,47.0,0,ES
ES0062,Universidad Internacional de Andalucía,2015,public,uni,147.0,2.0,241.0,0,13.0,0,ES
ES0063,Universidad Internacional Isabel I de Castilla,2015,private,uni,164.57,104.51,3479.0,2,,2,ES
ES0064,Universidad Internacional de la Rioja,2015,private,uni,1009.22,351.9,19337.0,0,,0,ES
ES0065,Universidad Internacional Menéndez Pelayo,2015,public,uni,121.0,,1289.0,0,,0,ES
ES0066,Universidad Mondragón Unibertsitatea,2015,private,uni,463.93,346.08,4165.0,0,,0,ES
ES0067,Universidad Nacional de Educación a Distancia,2015,public,uni,2504.08,1202.22,154719.0,0,,0,ES
ES0068,Universidad Pontificia Comillas,2015,private,uni,805.33,480.08,8489.0,0,,0,ES
ES0069,Universidad Pontificia de Salamanca,2015,private,uni,263.31,160.96,4855.0,0,,0,ES
ES0070,Universidad San Jorge,2015,private,uni,294.99,178.49,2204.0,0,,0,ES
ES0071,Universidad San Pablo-CEU,2015,private,uni,816.25,597.52,8585.0,2,,0,ES
ES0072,Universitat Abat Oliba CEU,2015,private,uni,88.55,39.81,1705.0,0,,0,ES
ES0073,Universitat de Vic - Universitat Central de Catalunya,2015,private,uni,585.06,351.33,6126.0,0,,0,ES
ES0074,Universitat Internacional de Catalunya,2015,private,uni,452.64,217.3,3116.0,0,,2,ES
ES0075,Universitat Internacional Valenciana (VIU),2015,private,uni,86.0,23.0,3611.0,0,,0,ES
ES0076,Universitat Oberta de Catalunya,2015,private,uni,844.18,319.13,42770.0,0,,0,ES
ES0077,Universitat Ramón Llull,2015,private,uni,1348.57,671.18,15157.0,0,,0,ES
ES0078,Universidad Europea Canarias,2015,private,uni,47.92,34.92,382.0,0,,0,ES
ES0079,Universidad Europea Valencia,2015,private,uni,110.17,104.04,1004.0,0,,0,ES
ES0080,Universidad Loyola Andalucia,2015,private,uni,265.32,136.08,1872.0,0,,0,ES
ES0081,Universidad Europea del Atlántico,2015,private,uni,49.71,33.71,780.0,0,,0,ES
ES0082,Universidad Fernando Pessoa-Canarias,2015,private,uni,23.24,11.24,153.0,0,,0,ES
FI0001,Helsingin yliopisto,2015,public,uni,7681.67,4260.78,27796.0,0,,0,FI
FI0002,Turun yliopisto,2015,public,uni,3078.0,1808.28,14192.0,0,,0,FI
FI0003,Åbo Akademi,2015,public,uni,1145.73,672.13,5305.0,0,,0,FI
FI0004,Oulun yliopisto,2015,public,uni,2531.06,1631.63,12525.0,0,,0,FI
FI0005,Tampereen yliopisto,2015,public,uni,1889.4,1082.2,11754.0,0,,0,FI
FI0006,Jyväskylän yliopisto,2015,public,uni,2319.36,1433.2,11926.0,0,,0,FI
FI0010,Svenska handelshögskolan,2015,public,uni,228.88,121.72,2345.0,0,,0,FI
FI0013,Vaasan yliopisto,2015,public,uni,477.77,285.04,5048.0,0,,0,FI
FI0014,Lappeenrannan teknillinen yliopisto,2015,public,uni,894.32,554.61,4353.0,0,,0,FI
FI0015,Tampereen teknillinen yliopisto,2015,public,uni,1713.34,1080.67,6916.0,0,,0,FI
FI0021,Lapin yliopisto,2015,public,uni,548.22,297.36,4032.0,0,,0,FI
FI0024,Maanpuolustuskorkeakoulu,2015,public,uni,,,840.0,0,,0,FI
FI0025,Aalto-yliopisto,2015,public,uni,4418.19,2684.86,15113.0,0,,0,FI
FI0026,Itä-Suomen yliopisto,2015,public,uni,2301.36,1417.31,13979.0,0,,0,FI
FI0027,Taideyliopisto,2015,public,uni,729.12,411.09,1785.0,0,,0,FI
FI0028,Lapin ammattikorkeakoulu,2015,private government dependent,uas,430.81,289.61,5858.0,0,,0,FI
FI0031,Högskolan på Åland,2015,public,uas,,,533.0,0,,0,FI
FI0056,HAAGA-HELIA ammattikorkeakoulu,2015,private government dependent,uas,601.24,397.66,10211.0,0,,0,FI
FI0065,Metropolia ammattikorkeakoulu,2015,private government dependent,uas,949.79,613.37,16326.0,1,,0,FI
FI0066,Yrkeshögskolan Novia,2015,private government dependent,uas,271.97,167.0,4153.0,0,,0,FI
FI0466,Tampereen ammattikorkeakoulu,2015,private government dependent,uas,726.59,427.14,9613.0,0,,0,FI
FI0467,Hämeen ammattikorkeakoulu,2015,private government dependent,uas,561.11,290.67,6656.0,0,,0,FI
FI0469,Karelia-ammattikorkeakoulu,2015,private government dependent,uas,287.42,186.51,3700.0,0,,0,FI
FI0470,Lahden ammattikorkeakoulu,2015,private government dependent,uas,367.42,222.53,4964.0,0,,0,FI
FI0471,Oulun ammattikorkeakoulu,2015,private government dependent,uas,583.09,379.39,7768.0,0,,0,FI
FI0472,Seinäjoen ammattikorkeakoulu,2015,private government dependent,uas,329.24,220.68,5011.0,0,,0,FI
FI0473,Kajaanin ammattikorkeakoulu,2015,private government dependent,uas,184.31,130.61,2180.0,0,,0,FI
FI0504,Jyväskylän ammattikorkeakoulu,2015,private government dependent,uas,566.41,350.58,7227.0,0,,0,FI
FI0506,Mikkelin ammattikorkeakoulu,2015,private government dependent,uas,357.3,252.08,4619.0,1,,0,FI
FI0507,Satakunnan ammattikorkeakoulu,2015,private government dependent,uas,356.05,234.33,5712.0,0,,0,FI
FI0509,Turun ammattikorkeakoulu,2015,private government dependent,uas,656.7,447.14,9461.0,0,,0,FI
FI0535,Yrkeshögskolan Arcada,2015,private government dependent,uas,162.02,104.61,2435.0,1,,0,FI
FI0536,Centria ammattikorkeakoulu,2015,private government dependent,uas,219.28,160.33,3061.0,1,,0,FI
FI0537,Savonia ammattikorkeakoulu,2015,private government dependent,uas,414.97,295.73,6588.0,0,,0,FI
FI0557,Poliisiammattikorkeakoulu,2015,public,uas,,,463.0,0,,0,FI
FI0608,Kymenlaakson ammattikorkeakoulu,2015,private government dependent,uas,247.84,176.5,4507.0,0,,0,FI
